model,case,seed,task_id,actual_model,route,prompt_type,confirmed_reject,uncertain_retained,D,I,D_raw,I_raw,D_uncertain_zero,I_uncertain_zero,visual_verdict,visual_reason,frames_reviewed,video
phantom,falling_apple,1888,plain_falling_apple_s1888,phantom,native_interface_adapted,plain,False,False,0.9937542980082292,0.8998032742329882,0.9937542980082292,0.8998032742329882,0.9937542980082292,0.8998032742329882,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0288.mp4
h3,collision_small_hits_big,5318,plain_collision_small_hits_big_s5318,h3,native_interface_adapted,plain,False,False,0.9996496418804663,0.9894958752122258,0.9996496418804663,0.9894958752122258,0.9996496418804663,0.9894958752122258,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0289.mp4
h3,rolling_empty_can,5318,plain_rolling_empty_can_s5318,h3,native_interface_adapted,plain,False,False,0.9891487372059743,0.46482595306500485,0.9891487372059743,0.46482595306500485,0.9891487372059743,0.46482595306500485,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0290.mp4
official_phyco,sliding_book,5318,plain_sliding_book_s5318,phyco_corrected,native_phyco_corrected_matched_inputs,plain,False,False,0.7599811324350433,0.8843006352675086,0.7599811324350433,0.8843006352675086,0.7599811324350433,0.8843006352675086,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0291.mp4
wan,rolling_empty_can,937,plain_rolling_empty_can_s937,wan,wan_base_numeric_text,plain,False,False,0.947999971117564,0.3895904279380276,0.947999971117564,0.3895904279380276,0.947999971117564,0.3895904279380276,pass,"Full-frame visual review confirms one identifiable original target without a persistent additional copy. Anonymous trajectory span 0.08520445 of the image diagonal exceeds the 0.01 static threshold; limited scene-relative motion, deformation, or camera movement alone is not a rejection condition.",0-48,morpheus/videos/video_0292.mp4
h3,projectile,1888,plain_projectile_s1888,h3,native_interface_adapted,plain,False,False,0.5902699798265312,0.8034726963344384,0.5902699798265312,0.8034726963344384,0.5902699798265312,0.8034726963344384,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0293.mp4
official_phyco,falling_marker,5318,plain_falling_marker_s5318,phyco_corrected,native_phyco_corrected_matched_inputs,plain,True,False,0.0,0.0,0.0,0.87133396231396,0.0,0.0,reject,All original targets are visually stationary across frames 0-48; anonymous trajectory spans 0.00156578 of the image diagonal are all <= 0.01. Background changes or unrelated moving objects do not constitute target motion.,0-48,morpheus/videos/video_0294.mp4
wan,projectile,937,plain_projectile_s937,wan,wan_base_numeric_text,plain,True,False,0.0,0.0,0.7953095475370558,0.7505893384545265,0.0,0.0,reject,"The original small projectile remains visible just above the launcher while an additional larger dark ball traverses the scene, clearly simultaneously in frames 17-29 and thereafter.",0-48,morpheus/videos/video_0295.mp4
h3,rolling_orange,937,plain_rolling_orange_s937,h3,native_interface_adapted,plain,False,False,0.9792237015034613,0.4626008551948367,0.9792237015034613,0.4626008551948367,0.9792237015034613,0.4626008551948367,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0296.mp4
official_phyco,bouncing_ball,1888,plain_bouncing_ball_s1888,phyco_corrected,native_phyco_corrected_matched_inputs,plain,False,False,0.8828536666771141,0.8092408398391161,0.8828536666771141,0.8092408398391161,0.8828536666771141,0.8092408398391161,pass,One orange ball clearly rises and descends. The attached dark patch is consistent with a shadow; no persistent additional independent ball is established.,0-48,morpheus/videos/video_0297.mp4
wan,projectile,5318,plain_projectile_s5318,wan,wan_base_numeric_text,plain,True,False,0.0,0.0,0.7958508354841294,0.852748604126218,0.0,0.0,reject,The original small projectile remains above the launcher while an additional ball moves across the scene and then persists on the tabletop in frames 21-48.,0-48,morpheus/videos/video_0298.mp4
wan,falling_marker,937,plain_falling_marker_s937,wan,wan_base_numeric_text,plain,False,False,0.0,0.7506294986022776,0.0,0.7506294986022776,0.0,0.7506294986022776,pass,Original targets remain identifiable without a confirmed persistent extra copy. Anonymous trajectory spans 0.05447153 of the image diagonal exceed the 0.01 static threshold; limited motion or camera-correlated movement is not an allowed rejection reason.,0-48,morpheus/videos/video_0299.mp4
force,projectile,1888,plain_projectile_s1888,force,native_point_force,plain,False,False,0.7643666326482482,0.7604691153497987,0.7643666326482482,0.7604691153497987,0.7643666326482482,0.7604691153497987,pass,"The small projectile shows limited but visible displacement near the launcher, with anonymous trajectory span 0.035823 of the image diagonal, above the 0.01 static threshold. No persistent additional projectile is confirmed.",0-48,morpheus/videos/video_0300.mp4
wan,falling_tape,5318,plain_falling_tape_s5318,wan,wan_base_numeric_text,plain,False,False,0.0,0.7706535065880608,0.0,0.7706535065880608,0.0,0.7706535065880608,pass,Original targets remain identifiable without a confirmed persistent extra copy. Anonymous trajectory spans 0.02312553 of the image diagonal exceed the 0.01 static threshold; limited motion or camera-correlated movement is not an allowed rejection reason.,0-48,morpheus/videos/video_0301.mp4
h3,collision_equal,1888,plain_collision_equal_s1888,h3,native_interface_adapted,plain,False,False,0.9997611999286233,0.9758831958788687,0.9997611999286233,0.9758831958788687,0.9997611999286233,0.9758831958788687,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0302.mp4
force,projectile,937,plain_projectile_s937,force,native_point_force,plain,False,False,0.76519680194102,0.7315687967912496,0.76519680194102,0.7315687967912496,0.76519680194102,0.7315687967912496,pass,"The small projectile moves around the launcher opening with anonymous trajectory span 0.054041 of the image diagonal, above the 0.01 static threshold. No persistent additional projectile is confirmed.",0-48,morpheus/videos/video_0303.mp4
wan,collision_equal,5318,plain_collision_equal_s5318,wan,wan_base_numeric_text,plain,True,False,0.0,0.0,0.45925827950189,0.9877703550803705,0.0,0.0,reject,"All original targets are visually stationary across frames 0-48; anonymous trajectory spans 0.0065103, 0.00493607 of the image diagonal are all <= 0.01. Background changes or unrelated moving objects do not constitute target motion.",0-48,morpheus/videos/video_0304.mp4
phantom,collision_equal,1888,plain_collision_equal_s1888,phantom,native_interface_adapted,plain,False,False,0.9531763540424321,0.9358097230542821,0.9531763540424321,0.9358097230542821,0.9531763540424321,0.9358097230542821,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0305.mp4
phantom,sliding_book,937,plain_sliding_book_s937,phantom,native_interface_adapted,plain,False,False,0.9467961902380304,0.587146416114275,0.9467961902380304,0.587146416114275,0.9467961902380304,0.587146416114275,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0306.mp4
phantom,collision_equal,937,plain_collision_equal_s937,phantom,native_interface_adapted,plain,False,False,0.99950556762935,0.9033310280659039,0.99950556762935,0.9033310280659039,0.99950556762935,0.9033310280659039,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0307.mp4
cog,sliding_book,1888,plain_sliding_book_s1888,cog,cog_base_text_8fps_to24fps,plain,False,False,0.9924968228147237,0.13677038473708125,0.9924968228147237,0.13677038473708125,0.9924968228147237,0.13677038473708125,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0308.mp4
force,collision_big_hits_small,5318,plain_collision_big_hits_small_s5318,force,native_point_force,plain,True,False,0.0,0.0,0.5772038772797674,0.9979261905491039,0.0,0.0,reject,Frames3-11 show large entering sphere plus both original small targets simultaneously,0-48,morpheus/videos/video_0309.mp4
h3,falling_apple,937,plain_falling_apple_s937,h3,native_interface_adapted,plain,False,False,0.9832259581326867,0.8624713911371119,0.9832259581326867,0.8624713911371119,0.9832259581326867,0.8624713911371119,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0310.mp4
phantom,projectile,5318,plain_projectile_s5318,phantom,native_interface_adapted,plain,False,False,0.6655736534791337,0.6978099785611125,0.6655736534791337,0.6978099785611125,0.6655736534791337,0.6978099785611125,pass,The target and launcher move visibly across the frame together. This is incorrect physical behavior but is not an allowed rejection reason; no persistent additional target is confirmed.,0-48,morpheus/videos/video_0311.mp4
h3,collision_small_hits_big,937,plain_collision_small_hits_big_s937,h3,native_interface_adapted,plain,False,False,0.9996792233499223,0.9872075617185369,0.9996792233499223,0.9872075617185369,0.9996792233499223,0.9872075617185369,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0312.mp4
official_phyco,falling_ball,5318,plain_falling_ball_s5318,phyco_corrected,native_phyco_corrected_matched_inputs,plain,False,True,0.4132830442235913,0.7921734133861635,0.4132830442235913,0.7921734133861635,0.0,0.0,uncertain,"Orange target visibly descends accompanied by a dark patch and glow; shadow or artifact cannot be excluded, so an independent duplicate is unconfirmed.",0-48,morpheus/videos/video_0313.mp4
official_phyco,collision_small_hits_big,1888,plain_collision_small_hits_big_s1888,phyco_corrected,native_phyco_corrected_matched_inputs,plain,True,False,0.0,0.0,0.7345423282371237,0.9999999999999994,0.0,0.0,uncertain,Large sphere enters immediately and traverses original target locations; small original targets cannot be followed separately well enough to confirm an extra persistent object.,0-48,morpheus/videos/video_0314.mp4
phantom,rolling_full_can,5318,plain_rolling_full_can_s5318,phantom,native_interface_adapted,plain,False,False,0.9943691867165826,0.6153839970561562,0.9943691867165826,0.6153839970561562,0.9943691867165826,0.6153839970561562,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0315.mp4
phantom,collision_small_hits_big,1888,plain_collision_small_hits_big_s1888,phantom,native_interface_adapted,plain,False,False,0.9999130786193946,0.9449782123117727,0.9999130786193946,0.9449782123117727,0.9999130786193946,0.9449782123117727,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0316.mp4
cog,double_pendulum,937,plain_double_pendulum_s937,cog,cog_base_text_8fps_to24fps,plain,False,True,0.9940177453681827,0.4722023341374516,0.9940177453681827,0.4722023341374516,0.0,0.0,uncertain,"Two large purple shapes develop around original rods with thin residual rod traces; deformation, afterimages and occlusion prevent confident independent target count.",0-48,morpheus/videos/video_0317.mp4
h3,rolling_empty_can,1888,plain_rolling_empty_can_s1888,h3,native_interface_adapted,plain,False,False,0.9872726888096557,0.5141228759640322,0.9872726888096557,0.5141228759640322,0.9872726888096557,0.5141228759640322,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0318.mp4
h3,collision_big_hits_small,937,plain_collision_big_hits_small_s937,h3,native_interface_adapted,plain,False,False,0.999781972515622,0.9892843430031719,0.999781972515622,0.9892843430031719,0.999781972515622,0.9892843430031719,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0319.mp4
official_phyco,bouncing_ball,937,plain_bouncing_ball_s937,phyco_corrected,native_phyco_corrected_matched_inputs,plain,False,False,0.7235843593388727,0.7830575676704098,0.7235843593388727,0.7830575676704098,0.7235843593388727,0.7830575676704098,pass,A single orange ball rises and falls with a nearby dark shadow. The dark patch does not establish an additional independent target.,0-48,morpheus/videos/video_0320.mp4
wan,falling_marker,5318,plain_falling_marker_s5318,wan,wan_base_numeric_text,plain,True,False,0.0,0.0,0.0,0.7570577765302097,0.0,0.0,reject,All original targets are visually stationary across frames 0-48; anonymous trajectory spans 0.00278625 of the image diagonal are all <= 0.01. Background changes or unrelated moving objects do not constitute target motion.,0-48,morpheus/videos/video_0321.mp4
phantom,falling_tape,937,plain_falling_tape_s937,phantom,native_interface_adapted,plain,False,False,0.9931191579105854,0.8598106310599244,0.9931191579105854,0.8598106310599244,0.9931191579105854,0.8598106310599244,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0322.mp4
official_phyco,collision_big_hits_small,1888,plain_collision_big_hits_small_s1888,phyco_corrected,native_phyco_corrected_matched_inputs,plain,True,False,0.0,0.0,0.12969278785846283,0.7154825175905627,0.0,0.0,uncertain,Enlarged dark sphere and attached dark region overlap initial sphere position; dark region may be a shadow and original target continuity is ambiguous.,0-48,morpheus/videos/video_0323.mp4
cog,rolling_full_can,1888,plain_rolling_full_can_s1888,cog,cog_base_text_8fps_to24fps,plain,False,False,0.9945754352487495,0.6081990501798571,0.9945754352487495,0.6081990501798571,0.9945754352487495,0.6081990501798571,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0324.mp4
phantom,falling_marker,937,plain_falling_marker_s937,phantom,native_interface_adapted,plain,True,False,0.0,0.0,0.0,0.8605246842360308,0.0,0.0,reject,All original targets are visually stationary across frames 0-48; anonymous trajectory spans 0.00156791 of the image diagonal are all <= 0.01. Background changes or unrelated moving objects do not constitute target motion.,0-48,morpheus/videos/video_0325.mp4
cog,rolling_empty_can,937,plain_rolling_empty_can_s937,cog,cog_base_text_8fps_to24fps,plain,False,False,0.9904108635233236,0.7084696426657461,0.9904108635233236,0.7084696426657461,0.9904108635233236,0.7084696426657461,pass,"Full-frame visual review confirms one identifiable original target without a persistent additional copy. Anonymous trajectory span 0.01825812 of the image diagonal exceeds the 0.01 static threshold; limited scene-relative motion, deformation, or camera movement alone is not a rejection condition.",0-48,morpheus/videos/video_0326.mp4
force,collision_big_hits_small,937,plain_collision_big_hits_small_s937,force,native_point_force,plain,True,False,0.0,0.0,0.6186569054631039,0.9799708510620313,0.0,0.0,reject,Additional large sphere enters from left in frames 21-26 while both original smaller targets remain independently visible on ruler.,0-48,morpheus/videos/video_0327.mp4
h3,falling_apple,5318,plain_falling_apple_s5318,h3,native_interface_adapted,plain,False,False,0.9931806319378281,0.7829149035428454,0.9931806319378281,0.7829149035428454,0.9931806319378281,0.7829149035428454,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0328.mp4
cog,falling_apple,1888,plain_falling_apple_s1888,cog,cog_base_text_8fps_to24fps,plain,False,False,0.9537833601193294,0.8241561351805554,0.9537833601193294,0.8241561351805554,0.9537833601193294,0.8241561351805554,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0329.mp4
phantom,projectile,1888,plain_projectile_s1888,phantom,native_interface_adapted,plain,True,False,0.0,0.0,0.7959105253802427,0.9163953671589673,0.0,0.0,reject,"The original small projectile remains above the launcher throughout the clip while an additional larger ball descends from the upper frame and then rolls across the tabletop, clearly coexisting in frames 3-40.",0-48,morpheus/videos/video_0330.mp4
phantom,collision_big_hits_small,1888,plain_collision_big_hits_small_s1888,phantom,native_interface_adapted,plain,False,False,0.9997828939808437,0.9819718707429095,0.9997828939808437,0.9819718707429095,0.9997828939808437,0.9819718707429095,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0331.mp4
phantom,falling_tape,5318,plain_falling_tape_s5318,phantom,native_interface_adapted,plain,False,False,0.9953339028822428,0.9029228279531937,0.9953339028822428,0.9029228279531937,0.9953339028822428,0.9029228279531937,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0332.mp4
h3,holonomic_pendulum,937,plain_holonomic_pendulum_s937,h3,native_interface_adapted,plain,False,False,0.7767982552111237,0.5404356485306185,0.7767982552111237,0.5404356485306185,0.7767982552111237,0.5404356485306185,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0333.mp4
wan,bouncing_ball,1888,plain_bouncing_ball_s1888,wan,wan_base_numeric_text,plain,True,False,0.0,0.0,0.0,0.832461220913079,0.0,0.0,reject,All original targets are visually stationary across frames 0-48; anonymous trajectory spans 0.00853921 of the image diagonal are all <= 0.01. Background changes or unrelated moving objects do not constitute target motion.,0-48,morpheus/videos/video_0334.mp4
h3,bouncing_ball,937,plain_bouncing_ball_s937,h3,native_interface_adapted,plain,False,False,0.8691382360870351,0.8817643326956194,0.8691382360870351,0.8817643326956194,0.8691382360870351,0.8817643326956194,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0335.mp4
cog,sliding_book,937,plain_sliding_book_s937,cog,cog_base_text_8fps_to24fps,plain,False,False,0.9597215679226525,0.1625399642318185,0.9597215679226525,0.1625399642318185,0.9597215679226525,0.1625399642318185,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0336.mp4
cog,rolling_empty_can,1888,plain_rolling_empty_can_s1888,cog,cog_base_text_8fps_to24fps,plain,False,False,0.9955716094769673,0.5098106845699475,0.9955716094769673,0.5098106845699475,0.9955716094769673,0.5098106845699475,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0337.mp4
cog,falling_ball,5318,plain_falling_ball_s5318,cog,cog_base_text_8fps_to24fps,plain,False,False,0.9843046013700077,0.8462222628022257,0.9843046013700077,0.8462222628022257,0.9843046013700077,0.8462222628022257,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0338.mp4
cog,holonomic_pendulum,1888,plain_holonomic_pendulum_s1888,cog,cog_base_text_8fps_to24fps,plain,False,False,0.9234000149027685,0.5661541056807537,0.9234000149027685,0.5661541056807537,0.9234000149027685,0.5661541056807537,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0339.mp4
cog,falling_tape,937,plain_falling_tape_s937,cog,cog_base_text_8fps_to24fps,plain,False,False,0.9720641353938427,0.6072037401040361,0.9720641353938427,0.6072037401040361,0.9720641353938427,0.6072037401040361,pass,"A single tape target visibly descends and deforms into an irregular folded shape before reaching the tabletop. Deformation alone is not a rejection condition, and no persistent additional independent tape target is confirmed.",0-48,morpheus/videos/video_0340.mp4
cog,rolling_orange,937,plain_rolling_orange_s937,cog,cog_base_text_8fps_to24fps,plain,False,False,0.9914614015614303,0.4840944100887125,0.9914614015614303,0.4840944100887125,0.9914614015614303,0.4840944100887125,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0341.mp4
wan,collision_equal,1888,plain_collision_equal_s1888,wan,wan_base_numeric_text,plain,False,False,0.8398255559633646,0.9812369979848508,0.8398255559633646,0.9812369979848508,0.8398255559633646,0.9812369979848508,pass,"Original targets remain identifiable without a confirmed persistent extra copy. Anonymous trajectory spans 0.03040538, 0.02878326 of the image diagonal exceed the 0.01 static threshold; limited motion or camera-correlated movement is not an allowed rejection reason.",0-48,morpheus/videos/video_0342.mp4
cog,collision_equal,5318,plain_collision_equal_s5318,cog,cog_base_text_8fps_to24fps,plain,True,False,0.0,0.0,0.6832573259441347,0.9325332312657535,0.0,0.0,reject,"From frames 35-48 two large foreground spheres coexist with the original small right sphere still on the ruler, exceeding the initial two targets.",0-48,morpheus/videos/video_0343.mp4
cog,falling_marker,1888,plain_falling_marker_s1888,cog,cog_base_text_8fps_to24fps,plain,False,True,0.22537441004612224,0.6402688811330697,0.22537441004612224,0.6402688811330697,0.0,0.0,uncertain,Camera movement and scene deformation obscure the thin original upper marker while cyan tabletop pieces move. Marker continuity and an additional independent marker cannot be established.,0-48,morpheus/videos/video_0344.mp4
wan,collision_small_hits_big,5318,plain_collision_small_hits_big_s5318,wan,wan_base_numeric_text,plain,True,False,0.0,0.0,0.7815990543601465,0.99706610620656,0.0,0.0,reject,"All original targets are visually stationary across frames 0-48; anonymous trajectory spans 0.0009875, 0.001088 of the image diagonal are all <= 0.01. Background changes or unrelated moving objects do not constitute target motion.",0-48,morpheus/videos/video_0345.mp4
cog,collision_small_hits_big,937,plain_collision_small_hits_big_s937,cog,cog_base_text_8fps_to24fps,plain,True,False,0.0,0.0,0.5196018367989527,0.9729469348807345,0.0,0.0,uncertain,The original left target leaves the image early before the later enlarged sphere enters from the right. Simultaneous persistence of three independent targets is not confirmed.,0-48,morpheus/videos/video_0346.mp4
wan,rolling_orange,937,plain_rolling_orange_s937,wan,wan_base_numeric_text,plain,False,True,0.927993452604409,0.3483462523106441,0.927993452604409,0.3483462523106441,0.0,0.0,uncertain,Orange moves continuously but at end becomes several orange/brown shapes beside support; fragmentation versus target identity unresolved,0-48,morpheus/videos/video_0347.mp4
h3,double_pendulum,1888,plain_double_pendulum_s1888,h3,native_interface_adapted,plain,False,False,0.9992900516954251,0.7709540333952709,0.9992900516954251,0.7709540333952709,0.9992900516954251,0.7709540333952709,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0348.mp4
cog,projectile,937,plain_projectile_s937,cog,cog_base_text_8fps_to24fps,plain,False,False,0.6868616234732582,0.6125376708379294,0.6868616234732582,0.6125376708379294,0.6868616234732582,0.6125376708379294,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0349.mp4
official_phyco,collision_equal,937,plain_collision_equal_s937,phyco_corrected,native_phyco_corrected_matched_inputs,plain,False,True,0.9920552805278261,0.7542924613129439,0.9920552805278261,0.7542924613129439,0.0,0.0,uncertain,Two enlarged spheres emerge below the ruler and overlap the original target regions. Original targets cannot be tracked separately with sufficient confidence to distinguish enlargement from additional copies.,0-48,morpheus/videos/video_0350.mp4
h3,sliding_book,937,plain_sliding_book_s937,h3,native_interface_adapted,plain,False,False,0.9898600093044367,0.3901630238258354,0.9898600093044367,0.3901630238258354,0.9898600093044367,0.3901630238258354,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0351.mp4
force,collision_small_hits_big,937,plain_collision_small_hits_big_s937,force,native_point_force,plain,True,False,0.0,0.0,0.9709533135025675,0.7921096721052283,0.0,0.0,reject,An additional large sphere enters from the left while both original small spheres remain separately visible on the ruler in frames 15-20; later a second enlarged sphere also appears.,0-48,morpheus/videos/video_0352.mp4
official_phyco,collision_equal,5318,plain_collision_equal_s5318,phyco_corrected,native_phyco_corrected_matched_inputs,plain,False,True,0.573018708883791,0.93502770760032,0.573018708883791,0.93502770760032,0.0,0.0,uncertain,"The right original sphere enlarges and moves below the ruler, followed by a second sphere below the left side. The original small targets cannot be independently identified as persisting after this transition, so additional copies are not confirmed.",0-48,morpheus/videos/video_0353.mp4
official_phyco,bouncing_ball,5318,plain_bouncing_ball_s5318,phyco_corrected,native_phyco_corrected_matched_inputs,plain,False,False,0.6830038712056428,0.8116943338336884,0.6830038712056428,0.8116943338336884,0.6830038712056428,0.8116943338336884,pass,A single identifiable orange ball moves up and down across the scene. A small adjacent dark patch is not sufficient evidence of a duplicate ball.,0-48,morpheus/videos/video_0354.mp4
cog,falling_tape,5318,plain_falling_tape_s5318,cog,cog_base_text_8fps_to24fps,plain,False,False,0.9286309676860787,0.8124816991272604,0.9286309676860787,0.8124816991272604,0.9286309676860787,0.8124816991272604,pass,"The single tape target visibly changes position and descends through the clip. Its shape and orientation change, without a confirmed persistent second target.",0-48,morpheus/videos/video_0355.mp4
h3,rolling_full_can,5318,plain_rolling_full_can_s5318,h3,native_interface_adapted,plain,False,False,0.9948767496346222,0.26690922806628414,0.9948767496346222,0.26690922806628414,0.9948767496346222,0.26690922806628414,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0356.mp4
cog,double_pendulum,1888,plain_double_pendulum_s1888,cog,cog_base_text_8fps_to24fps,plain,False,True,0.9981803415575996,0.6649974631111379,0.9981803415575996,0.6649974631111379,0.0,0.0,uncertain,"Large purple and orange structures deform, split, and occlude the original pendulum rods. The original targets cannot be followed separately with sufficient confidence to distinguish persistent copies from deformation or occlusion.",0-48,morpheus/videos/video_0357.mp4
cog,collision_equal,1888,plain_collision_equal_s1888,cog,cog_base_text_8fps_to24fps,plain,True,False,0.0,0.0,0.836602022804166,0.9845717683494093,0.0,0.0,reject,Both original small spheres remain visible on the ruler while an additional enlarged reflective sphere enters from the left and persists in frames 9-20. Later occlusion does not remove the earlier simultaneous extra target.,0-48,morpheus/videos/video_0358.mp4
h3,bouncing_ball,1888,plain_bouncing_ball_s1888,h3,native_interface_adapted,plain,False,False,0.8490058636106592,0.9090584629293077,0.8490058636106592,0.9090584629293077,0.8490058636106592,0.9090584629293077,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0359.mp4
force,bouncing_ball,937,plain_bouncing_ball_s937,cog,shared_cog_base_no_F_control_branch_off,plain,True,False,0.0,0.0,0.8749823279449487,0.7434013952199304,0.0,0.0,reject,Single ball splits into two separate orange balls persistently over frames 27-41,0-48,morpheus/videos/video_0249.mp4
force,bouncing_ball,1888,plain_bouncing_ball_s1888,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.0,0.7441750140916049,0.0,0.7441750140916049,0.0,0.7441750140916049,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0216.mp4
force,bouncing_ball,5318,plain_bouncing_ball_s5318,cog,shared_cog_base_no_F_control_branch_off,plain,False,False,0.0,0.8751534119983244,0.0,0.8751534119983244,0.0,0.8751534119983244,pass,Target motion visible; no clear persistent extra target in sampled frames,"0,8,16,24,32,40,48",morpheus/videos/video_0285.mp4
wan,double_pendulum,937,plain_double_pendulum_s937_wan_base,wan_base,shared_wan_base_control_branch_off,plain,False,True,0.7680079489946365,0.5997653860777898,0.7680079489946365,0.5997653860777898,0.0,0.0,,,,morpheus/videos/video_0141.mp4
phantom,double_pendulum,937,plain_double_pendulum_s937_wan_base,wan_base,shared_wan_base_control_branch_off,plain,False,True,0.7680079489946365,0.5997653860777898,0.7680079489946365,0.5997653860777898,0.0,0.0,,,,morpheus/videos/video_0141.mp4
force,double_pendulum,937,plain_double_pendulum_s937,cog,shared_cog_base_no_F_control_branch_off,plain,False,True,0.9940177453681827,0.4722023341374516,0.9940177453681827,0.4722023341374516,0.0,0.0,uncertain,"Two large purple shapes develop around original rods with thin residual rod traces; deformation, afterimages and occlusion prevent confident independent target count.",0-48,morpheus/videos/video_0317.mp4
wan,double_pendulum,1888,plain_double_pendulum_s1888_wan_base,wan_base,shared_wan_base_control_branch_off,plain,False,True,0.9769876003265381,0.7322405935353704,0.9769876003265381,0.7322405935353704,0.0,0.0,,,,morpheus/videos/video_0134.mp4
phantom,double_pendulum,1888,plain_double_pendulum_s1888_wan_base,wan_base,shared_wan_base_control_branch_off,plain,False,True,0.9769876003265381,0.7322405935353704,0.9769876003265381,0.7322405935353704,0.0,0.0,,,,morpheus/videos/video_0134.mp4
force,double_pendulum,1888,plain_double_pendulum_s1888,cog,shared_cog_base_no_F_control_branch_off,plain,False,True,0.9981803415575996,0.6649974631111379,0.9981803415575996,0.6649974631111379,0.0,0.0,uncertain,"Large purple and orange structures deform, split, and occlude the original pendulum rods. The original targets cannot be followed separately with sufficient confidence to distinguish persistent copies from deformation or occlusion.",0-48,morpheus/videos/video_0357.mp4
wan,double_pendulum,5318,plain_double_pendulum_s5318_wan_base,wan_base,shared_wan_base_control_branch_off,plain,False,True,0.9806632995605469,0.7644712513193762,0.9806632995605469,0.7644712513193762,0.0,0.0,,,,morpheus/videos/video_0143.mp4
phantom,double_pendulum,5318,plain_double_pendulum_s5318_wan_base,wan_base,shared_wan_base_control_branch_off,plain,False,True,0.9806632995605469,0.7644712513193762,0.9806632995605469,0.7644712513193762,0.0,0.0,,,,morpheus/videos/video_0143.mp4
