model,case,seed,task_id,actual_model,route,prompt_type,confirmed_reject,uncertain_retained,D,I,D_raw,I_raw,D_uncertain_zero,I_uncertain_zero,visual_verdict,visual_reason,frames_reviewed,video
textonly,falling_ball,5318,morpheus_plain_falling_ball_s5318,textonly,original13,plain,False,False,0.982445125085405,0.9135838079718549,0.982445125085405,0.9135838079718549,0.982445125085405,0.9135838079718549,,,,morpheus/videos/video_0000.mp4
textonly,collision_equal,937,morpheus_plain_collision_equal_s937,textonly,original13,plain,True,False,0.0,0.0,0.8699727069396235,0.9388305329127793,0.0,0.0,,,,morpheus/videos/video_0001.mp4
ours,falling_apple,937,morpheus_plain_falling_apple_s937,ours,original13,plain,False,False,0.9872924144752855,0.8413717862359015,0.9872924144752855,0.8413717862359015,0.9872924144752855,0.8413717862359015,,,,morpheus/videos/video_0002.mp4
controlnet,collision_small_hits_big,937,morpheus_plain_collision_small_hits_big_s937,controlnet,original13,plain,True,False,0.0,0.0,0.7593536902539317,0.9987508089402606,0.0,0.0,,,,morpheus/videos/video_0003.mp4
textonly,collision_equal,5318,morpheus_plain_collision_equal_s5318,textonly,original13,plain,False,False,0.8902742887191848,0.9873403793929287,0.8902742887191848,0.9873403793929287,0.8902742887191848,0.9873403793929287,,,,morpheus/videos/video_0004.mp4
controlnet,falling_apple,937,morpheus_plain_falling_apple_s937,controlnet,original13,plain,False,False,0.8841561408974166,0.943467611125072,0.8841561408974166,0.943467611125072,0.8841561408974166,0.943467611125072,,,,morpheus/videos/video_0005.mp4
ours,collision_big_hits_small,1888,morpheus_plain_collision_big_hits_small_s1888,ours,original13,plain,False,False,0.7235484846229485,0.9055735918881269,0.7235484846229485,0.9055735918881269,0.7235484846229485,0.9055735918881269,,,,morpheus/videos/video_0006.mp4
ours,bouncing_ball,1888,morpheus_plain_bouncing_ball_s1888,ours,original13,plain,False,False,0.0,0.6895149134291415,0.0,0.6895149134291415,0.0,0.6895149134291415,,,,morpheus/videos/video_0007.mp4
controlnet,sliding_book,937,morpheus_plain_sliding_book_s937,controlnet,original13,plain,False,False,0.9622788496620891,0.6109382558579775,0.9622788496620891,0.6109382558579775,0.9622788496620891,0.6109382558579775,,,,morpheus/videos/video_0008.mp4
controlnet,falling_tape,937,morpheus_plain_falling_tape_s937,controlnet,original13,plain,False,False,0.9349866992621592,0.8460659599495516,0.9349866992621592,0.8460659599495516,0.9349866992621592,0.8460659599495516,,,,morpheus/videos/video_0009.mp4
textonly,falling_tape,937,morpheus_plain_falling_tape_s937,textonly,original13,plain,True,False,0.0,0.0,0.0,0.9448830105832112,0.0,0.0,,,,morpheus/videos/video_0010.mp4
ours,falling_apple,1888,morpheus_plain_falling_apple_s1888,ours,original13,plain,False,False,0.9991212152263277,0.8556406662266681,0.9991212152263277,0.8556406662266681,0.9991212152263277,0.8556406662266681,,,,morpheus/videos/video_0011.mp4
controlnet,collision_equal,5318,morpheus_plain_collision_equal_s5318,controlnet,original13,plain,False,False,0.4356784794590871,0.9819448234254362,0.4356784794590871,0.9819448234254362,0.4356784794590871,0.9819448234254362,,,,morpheus/videos/video_0012.mp4
textonly,sliding_book,5318,morpheus_plain_sliding_book_s5318,textonly,original13,plain,True,False,0.0,0.0,0.7179119882611693,0.9849794438962168,0.0,0.0,,,,morpheus/videos/video_0013.mp4
controlnet,falling_apple,1888,morpheus_plain_falling_apple_s1888,controlnet,original13,plain,False,False,0.9843212094323066,0.8831676658195929,0.9843212094323066,0.8831676658195929,0.9843212094323066,0.8831676658195929,,,,morpheus/videos/video_0014.mp4
textonly,falling_marker,5318,morpheus_plain_falling_marker_s5318_e4,textonly,original13,plain,True,False,0.0,0.0,0.0,0.8204245369173676,0.0,0.0,,,,morpheus/videos/video_0015.mp4
controlnet,collision_equal,937,morpheus_plain_collision_equal_s937,controlnet,original13,plain,True,False,0.0,0.0,0.6189757530119863,0.9922638322072859,0.0,0.0,,,,morpheus/videos/video_0016.mp4
controlnet,falling_ball,937,morpheus_plain_falling_ball_s937,controlnet,original13,plain,False,False,0.9988699110386975,0.9137170973348908,0.9988699110386975,0.9137170973348908,0.9988699110386975,0.9137170973348908,,,,morpheus/videos/video_0017.mp4
ours,collision_equal,1888,morpheus_plain_collision_equal_s1888,ours,original13,plain,False,True,0.0,0.8598392316710108,0.0,0.8598392316710108,0.0,0.0,,,,morpheus/videos/video_0018.mp4
textonly,falling_apple,5318,morpheus_plain_falling_apple_s5318,textonly,original13,plain,False,False,0.0,0.7579313830627012,0.0,0.7579313830627012,0.0,0.7579313830627012,,,,morpheus/videos/video_0019.mp4
ours,falling_marker,937,morpheus_plain_falling_marker_s937_e4,ours,original13,plain,False,False,0.9956611400204007,0.8135211145111958,0.9956611400204007,0.8135211145111958,0.9956611400204007,0.8135211145111958,,,,morpheus/videos/video_0020.mp4
textonly,collision_big_hits_small,937,morpheus_plain_collision_big_hits_small_s937,textonly,original13,plain,False,True,0.9999387875434013,0.9143923995535939,0.9999387875434013,0.9143923995535939,0.0,0.0,,,,morpheus/videos/video_0021.mp4
controlnet,sliding_book,5318,morpheus_plain_sliding_book_s5318,controlnet,original13,plain,False,False,0.8913381095318708,0.844080909815449,0.8913381095318708,0.844080909815449,0.8913381095318708,0.844080909815449,,,,morpheus/videos/video_0022.mp4
textonly,falling_apple,937,morpheus_plain_falling_apple_s937,textonly,original13,plain,False,False,0.9937873135312842,0.8474206066677317,0.9937873135312842,0.8474206066677317,0.9937873135312842,0.8474206066677317,,,,morpheus/videos/video_0023.mp4
controlnet,sliding_book,1888,morpheus_plain_sliding_book_s1888,controlnet,original13,plain,False,False,0.9890469590663413,0.6419210688127076,0.9890469590663413,0.6419210688127076,0.9890469590663413,0.6419210688127076,,,,morpheus/videos/video_0024.mp4
ours,collision_equal,937,morpheus_plain_collision_equal_s937,ours,original13,plain,False,True,0.9191128798878836,0.8641651639647103,0.9191128798878836,0.8641651639647103,0.0,0.0,,,,morpheus/videos/video_0025.mp4
controlnet,bouncing_ball,5318,morpheus_plain_bouncing_ball_s5318,controlnet,original13,plain,False,False,0.0,0.875347664339384,0.0,0.875347664339384,0.0,0.875347664339384,,,,morpheus/videos/video_0026.mp4
textonly,sliding_book,1888,morpheus_plain_sliding_book_s1888,textonly,original13,plain,True,False,0.0,0.0,0.7725141376947497,0.9800120308708732,0.0,0.0,,,,morpheus/videos/video_0027.mp4
controlnet,falling_ball,5318,morpheus_plain_falling_ball_s5318,controlnet,original13,plain,False,False,0.9941230764691651,0.9121883715977767,0.9941230764691651,0.9121883715977767,0.9941230764691651,0.9121883715977767,,,,morpheus/videos/video_0028.mp4
textonly,falling_apple,1888,morpheus_plain_falling_apple_s1888,textonly,original13,plain,False,False,0.9792375972343318,0.8899212474601256,0.9792375972343318,0.8899212474601256,0.9792375972343318,0.8899212474601256,,,,morpheus/videos/video_0029.mp4
ours,sliding_book,937,morpheus_plain_sliding_book_s937,ours,original13,plain,False,False,0.8683506913632028,0.6559990808873954,0.8683506913632028,0.6559990808873954,0.8683506913632028,0.6559990808873954,,,,morpheus/videos/video_0030.mp4
controlnet,bouncing_ball,937,morpheus_plain_bouncing_ball_s937,controlnet,original13,plain,False,False,0.0,0.723010244483801,0.0,0.723010244483801,0.0,0.723010244483801,,,,morpheus/videos/video_0031.mp4
controlnet,falling_tape,1888,morpheus_plain_falling_tape_s1888,controlnet,original13,plain,False,False,0.9899823071981528,0.8872332865152274,0.9899823071981528,0.8872332865152274,0.9899823071981528,0.8872332865152274,,,,morpheus/videos/video_0032.mp4
ours,falling_tape,1888,morpheus_plain_falling_tape_s1888,ours,original13,plain,False,False,0.9947262275172825,0.8318075831280108,0.9947262275172825,0.8318075831280108,0.9947262275172825,0.8318075831280108,,,,morpheus/videos/video_0033.mp4
ours,falling_ball,5318,morpheus_plain_falling_ball_s5318,ours,original13,plain,False,False,0.9751318853795056,0.8753467679805872,0.9751318853795056,0.8753467679805872,0.9751318853795056,0.8753467679805872,,,,morpheus/videos/video_0034.mp4
textonly,bouncing_ball,937,morpheus_plain_bouncing_ball_s937,textonly,original13,plain,True,False,0.0,0.0,0.0,0.9999999999999044,0.0,0.0,,,,morpheus/videos/video_0035.mp4
textonly,collision_small_hits_big,1888,morpheus_plain_collision_small_hits_big_s1888,textonly,original13,plain,False,False,0.9999152830267083,0.8621864899065121,0.9999152830267083,0.8621864899065121,0.9999152830267083,0.8621864899065121,,,,morpheus/videos/video_0036.mp4
ours,collision_big_hits_small,937,morpheus_plain_collision_big_hits_small_s937,ours,original13,plain,True,False,0.0,0.0,0.7419338747654789,0.9324159961835805,0.0,0.0,,,,morpheus/videos/video_0037.mp4
ours,falling_marker,1888,morpheus_plain_falling_marker_s1888_e4,ours,original13,plain,False,False,0.9380717191832098,0.8240282097153652,0.9380717191832098,0.8240282097153652,0.9380717191832098,0.8240282097153652,,,,morpheus/videos/video_0038.mp4
controlnet,collision_big_hits_small,937,morpheus_plain_collision_big_hits_small_s937,controlnet,original13,plain,False,False,0.9999006615496143,0.9478281779003395,0.9999006615496143,0.9478281779003395,0.9999006615496143,0.9478281779003395,,,,morpheus/videos/video_0039.mp4
ours,collision_small_hits_big,1888,morpheus_plain_collision_small_hits_big_s1888,ours,original13,plain,True,False,0.0,0.0,0.0,0.9383662455942474,0.0,0.0,,,,morpheus/videos/video_0040.mp4
textonly,collision_equal,1888,morpheus_plain_collision_equal_s1888,textonly,original13,plain,False,False,0.9360264586527117,0.9799125256558654,0.9360264586527117,0.9799125256558654,0.9360264586527117,0.9799125256558654,,,,morpheus/videos/video_0041.mp4
ours,sliding_book,1888,morpheus_plain_sliding_book_s1888,ours,original13,plain,True,False,0.0,0.0,0.9798509105072181,0.8468370087033509,0.0,0.0,,,,morpheus/videos/video_0042.mp4
textonly,sliding_book,937,morpheus_plain_sliding_book_s937,textonly,original13,plain,True,False,0.0,0.0,0.09900250382944564,0.9591834301344366,0.0,0.0,,,,morpheus/videos/video_0043.mp4
controlnet,collision_small_hits_big,1888,morpheus_plain_collision_small_hits_big_s1888,controlnet,original13,plain,True,False,0.0,0.0,0.7586938391889496,0.9991590587153656,0.0,0.0,,,,morpheus/videos/video_0044.mp4
textonly,falling_ball,1888,morpheus_plain_falling_ball_s1888,textonly,original13,plain,False,False,0.6740700428841371,0.7711927764947747,0.6740700428841371,0.7711927764947747,0.6740700428841371,0.7711927764947747,,,,morpheus/videos/video_0045.mp4
ours,falling_ball,937,morpheus_plain_falling_ball_s937,ours,original13,plain,False,False,0.9927718001989598,0.9069307948856816,0.9927718001989598,0.9069307948856816,0.9927718001989598,0.9069307948856816,,,,morpheus/videos/video_0046.mp4
controlnet,collision_small_hits_big,5318,morpheus_plain_collision_small_hits_big_s5318,controlnet,original13,plain,True,False,0.0,0.0,0.736948013948806,0.9989805856094142,0.0,0.0,,,,morpheus/videos/video_0047.mp4
textonly,bouncing_ball,5318,morpheus_plain_bouncing_ball_s5318,textonly,original13,plain,True,False,0.0,0.0,0.0,0.9775888554289107,0.0,0.0,,,,morpheus/videos/video_0048.mp4
ours,sliding_book,5318,morpheus_plain_sliding_book_s5318,ours,original13,plain,False,False,0.9063323539906183,0.8175048738289489,0.9063323539906183,0.8175048738289489,0.9063323539906183,0.8175048738289489,,,,morpheus/videos/video_0049.mp4
controlnet,collision_equal,1888,morpheus_plain_collision_equal_s1888,controlnet,original13,plain,False,False,0.9999925847862622,0.9754816853491539,0.9999925847862622,0.9754816853491539,0.9999925847862622,0.9754816853491539,,,,morpheus/videos/video_0050.mp4
textonly,falling_tape,1888,morpheus_plain_falling_tape_s1888,textonly,original13,plain,True,False,0.0,0.0,0.0,0.9346031954144743,0.0,0.0,,,,morpheus/videos/video_0051.mp4
controlnet,collision_big_hits_small,5318,morpheus_plain_collision_big_hits_small_s5318,controlnet,original13,plain,False,False,0.07698707654169112,0.9143529630796049,0.07698707654169112,0.9143529630796049,0.07698707654169112,0.9143529630796049,,,,morpheus/videos/video_0052.mp4
ours,falling_ball,1888,morpheus_plain_falling_ball_s1888,ours,original13,plain,False,False,0.9978794977719085,0.8930310101679724,0.9978794977719085,0.8930310101679724,0.9978794977719085,0.8930310101679724,,,,morpheus/videos/video_0053.mp4
textonly,collision_small_hits_big,937,morpheus_plain_collision_small_hits_big_s937,textonly,original13,plain,True,False,0.0,0.0,0.9981006477433875,0.9145758958911657,0.0,0.0,,,,morpheus/videos/video_0054.mp4
ours,collision_small_hits_big,937,morpheus_plain_collision_small_hits_big_s937,ours,original13,plain,False,True,0.8050894266372647,0.913516561787365,0.8050894266372647,0.913516561787365,0.0,0.0,,,,morpheus/videos/video_0055.mp4
textonly,collision_small_hits_big,5318,morpheus_plain_collision_small_hits_big_s5318,textonly,original13,plain,False,False,0.9999880589912498,0.9191077197390968,0.9999880589912498,0.9191077197390968,0.9999880589912498,0.9191077197390968,,,,morpheus/videos/video_0056.mp4
ours,collision_equal,5318,morpheus_plain_collision_equal_s5318,ours,original13,plain,False,False,0.999925026909511,0.9442328536328821,0.999925026909511,0.9442328536328821,0.999925026909511,0.9442328536328821,,,,morpheus/videos/video_0057.mp4
textonly,collision_big_hits_small,1888,morpheus_plain_collision_big_hits_small_s1888,textonly,original13,plain,False,False,0.999990944047594,0.9916073108836558,0.999990944047594,0.9916073108836558,0.999990944047594,0.9916073108836558,,,,morpheus/videos/video_0058.mp4
textonly,bouncing_ball,1888,morpheus_plain_bouncing_ball_s1888,textonly,original13,plain,True,False,0.0,0.0,0.0,0.9336136158080898,0.0,0.0,,,,morpheus/videos/video_0059.mp4
ours,falling_marker,5318,morpheus_plain_falling_marker_s5318_e4,ours,original13,plain,False,False,0.9026512571860561,0.784246648987958,0.9026512571860561,0.784246648987958,0.9026512571860561,0.784246648987958,,,,morpheus/videos/video_0060.mp4
controlnet,collision_big_hits_small,1888,morpheus_plain_collision_big_hits_small_s1888,controlnet,original13,plain,False,False,0.9999894357380701,0.9790304635842667,0.9999894357380701,0.9790304635842667,0.9999894357380701,0.9790304635842667,,,,morpheus/videos/video_0061.mp4
textonly,collision_big_hits_small,5318,morpheus_plain_collision_big_hits_small_s5318,textonly,original13,plain,False,False,0.5141174986139037,0.9882780307566846,0.5141174986139037,0.9882780307566846,0.5141174986139037,0.9882780307566846,,,,morpheus/videos/video_0062.mp4
controlnet,falling_ball,1888,morpheus_plain_falling_ball_s1888,controlnet,original13,plain,False,False,0.9946623563597071,0.9187249687468868,0.9946623563597071,0.9187249687468868,0.9946623563597071,0.9187249687468868,,,,morpheus/videos/video_0063.mp4
ours,falling_tape,937,morpheus_plain_falling_tape_s937,ours,original13,plain,False,False,0.9711297056630532,0.8813334400890124,0.9711297056630532,0.8813334400890124,0.9711297056630532,0.8813334400890124,,,,morpheus/videos/video_0064.mp4
textonly,falling_marker,937,morpheus_plain_falling_marker_s937_e4,textonly,original13,plain,True,False,0.0,0.0,0.0,0.8398513894257396,0.0,0.0,,,,morpheus/videos/video_0065.mp4
controlnet,bouncing_ball,1888,morpheus_plain_bouncing_ball_s1888,controlnet,original13,plain,True,False,0.0,0.0,0.0,0.7502493171467389,0.0,0.0,,,,morpheus/videos/video_0066.mp4
controlnet,falling_apple,5318,morpheus_plain_falling_apple_s5318,controlnet,original13,plain,False,False,0.9939729854677536,0.9033057094434152,0.9939729854677536,0.9033057094434152,0.9939729854677536,0.9033057094434152,,,,morpheus/videos/video_0067.mp4
controlnet,falling_marker,937,morpheus_plain_falling_marker_s937_e4,controlnet,original13,plain,True,False,0.0,0.0,0.0,0.8517746859103122,0.0,0.0,,,,morpheus/videos/video_0068.mp4
textonly,falling_marker,1888,morpheus_plain_falling_marker_s1888_e4,textonly,original13,plain,True,False,0.0,0.0,0.0,0.8714875835428805,0.0,0.0,,,,morpheus/videos/video_0069.mp4
ours,falling_tape,5318,morpheus_plain_falling_tape_s5318,ours,original13,plain,False,False,0.999267108229103,0.8815335832971337,0.999267108229103,0.8815335832971337,0.999267108229103,0.8815335832971337,,,,morpheus/videos/video_0070.mp4
controlnet,falling_marker,5318,morpheus_plain_falling_marker_s5318_e4,controlnet,original13,plain,True,False,0.0,0.0,0.0,0.875503196184409,0.0,0.0,,,,morpheus/videos/video_0071.mp4
ours,collision_big_hits_small,5318,morpheus_plain_collision_big_hits_small_s5318,ours,original13,plain,False,False,0.9997306941759517,0.8757466254127573,0.9997306941759517,0.8757466254127573,0.9997306941759517,0.8757466254127573,,,,morpheus/videos/video_0072.mp4
ours,bouncing_ball,5318,morpheus_plain_bouncing_ball_s5318,ours,original13,plain,False,False,0.0,0.7374124114250064,0.0,0.7374124114250064,0.0,0.7374124114250064,,,,morpheus/videos/video_0073.mp4
ours,collision_small_hits_big,5318,morpheus_plain_collision_small_hits_big_s5318,ours,original13,plain,False,False,0.22759479013328343,0.9504562485964692,0.22759479013328343,0.9504562485964692,0.22759479013328343,0.9504562485964692,,,,morpheus/videos/video_0074.mp4
textonly,falling_tape,5318,morpheus_plain_falling_tape_s5318,textonly,original13,plain,True,False,0.0,0.0,0.0,0.9337764957743011,0.0,0.0,,,,morpheus/videos/video_0075.mp4
textonly,falling_ball,937,morpheus_plain_falling_ball_s937,textonly,original13,plain,False,False,0.9926782413102109,0.8991568401228368,0.9926782413102109,0.8991568401228368,0.9926782413102109,0.8991568401228368,,,,morpheus/videos/video_0076.mp4
ours,bouncing_ball,937,morpheus_plain_bouncing_ball_s937,ours,original13,plain,False,False,0.0,0.7765518351378101,0.0,0.7765518351378101,0.0,0.7765518351378101,,,,morpheus/videos/video_0077.mp4
ours,falling_apple,5318,morpheus_plain_falling_apple_s5318,ours,original13,plain,False,False,0.2905647443642715,0.9114638140421798,0.2905647443642715,0.9114638140421798,0.2905647443642715,0.9114638140421798,,,,morpheus/videos/video_0078.mp4
controlnet,falling_marker,1888,morpheus_plain_falling_marker_s1888_e4,controlnet,original13,plain,False,False,0.9929644433758125,0.8100596598107167,0.9929644433758125,0.8100596598107167,0.9929644433758125,0.8100596598107167,,,,morpheus/videos/video_0079.mp4
controlnet,falling_tape,5318,morpheus_plain_falling_tape_s5318,controlnet,original13,plain,False,False,0.9848994460548907,0.9098074439551126,0.9848994460548907,0.9098074439551126,0.9848994460548907,0.9098074439551126,,,,morpheus/videos/video_0080.mp4
controlnet,projectile,937,morpheus_plain_projectile_s937,controlnet,original13,plain,True,False,0.0,0.0,0.833428752750534,0.9999999999999235,0.0,0.0,,,,morpheus/videos/video_0081.mp4
official_phyco,projectile,937,morpheus_plain_projectile_s937,official_phyco,original13,plain,False,False,0.2460618795632462,0.8048164172690367,0.2460618795632462,0.8048164172690367,0.2460618795632462,0.8048164172690367,,,,morpheus/videos/video_0082.mp4
textonly,projectile,937,morpheus_plain_projectile_s937,textonly,original13,plain,True,False,0.0,0.0,0.796094752716632,0.9348474746943386,0.0,0.0,,,,morpheus/videos/video_0083.mp4
ours,projectile,5318,morpheus_plain_projectile_s5318,ours,original13,plain,False,False,0.8504521900598008,0.7103480509412403,0.8504521900598008,0.7103480509412403,0.8504521900598008,0.7103480509412403,,,,morpheus/videos/video_0084.mp4
controlnet,projectile,5318,morpheus_plain_projectile_s5318,controlnet,original13,plain,False,True,0.8684956642768633,0.9999999999999659,0.8684956642768633,0.9999999999999659,0.0,0.0,,,,morpheus/videos/video_0085.mp4
ours,projectile,1888,morpheus_plain_projectile_s1888,ours,original13,plain,True,False,0.0,0.0,0.7962705632279603,0.9154514627108937,0.0,0.0,,,,morpheus/videos/video_0086.mp4
controlnet,projectile,1888,morpheus_plain_projectile_s1888,controlnet,original13,plain,True,False,0.0,0.0,0.7940517232959202,0.6856067244518752,0.0,0.0,,,,morpheus/videos/video_0087.mp4
official_phyco,projectile,1888,morpheus_plain_projectile_s1888,official_phyco,original13,plain,False,False,0.0,0.8900066117098868,0.0,0.8900066117098868,0.0,0.8900066117098868,,,,morpheus/videos/video_0088.mp4
textonly,projectile,5318,morpheus_plain_projectile_s5318,textonly,original13,plain,True,False,0.0,0.0,0.7958015032040517,0.9388957024109992,0.0,0.0,,,,morpheus/videos/video_0089.mp4
textonly,projectile,1888,morpheus_plain_projectile_s1888,textonly,original13,plain,True,False,0.0,0.0,0.7962309020294257,0.9483369257341746,0.0,0.0,,,,morpheus/videos/video_0090.mp4
official_phyco,projectile,5318,morpheus_plain_projectile_s5318,official_phyco,original13,plain,True,False,0.0,0.0,0.8936671073561888,0.9999999999999959,0.0,0.0,,,,morpheus/videos/video_0091.mp4
ours,projectile,937,morpheus_plain_projectile_s937,ours,original13,plain,False,True,0.8517692792663064,0.7294045994170135,0.8517692792663064,0.7294045994170135,0.0,0.0,,,,morpheus/videos/video_0092.mp4
official_phyco,rolling_full_can,937,morpheus_plain_rolling_full_can_s937,official_phyco,original13,plain,False,False,0.6945517240625319,0.8930933233186806,0.6945517240625319,0.8930933233186806,0.6945517240625319,0.8930933233186806,,,,morpheus/videos/video_0093.mp4
controlnet,rolling_orange,1888,morpheus_plain_rolling_orange_s1888,controlnet,original13,plain,False,False,0.9189728016499068,0.4874849807720882,0.9189728016499068,0.4874849807720882,0.9189728016499068,0.4874849807720882,,,,morpheus/videos/video_0094.mp4
controlnet,rolling_orange,937,morpheus_plain_rolling_orange_s937,controlnet,original13,plain,False,False,0.9275085477585271,0.7610954571283444,0.9275085477585271,0.7610954571283444,0.9275085477585271,0.7610954571283444,,,,morpheus/videos/video_0095.mp4
official_phyco,rolling_empty_can,1888,morpheus_plain_rolling_empty_can_s1888,official_phyco,original13,plain,False,False,0.5954828804722256,0.8498202975859782,0.5954828804722256,0.8498202975859782,0.5954828804722256,0.8498202975859782,,,,morpheus/videos/video_0096.mp4
official_phyco,rolling_orange,1888,morpheus_plain_rolling_orange_s1888,official_phyco,original13,plain,False,False,0.6661726807928843,0.824899772698307,0.6661726807928843,0.824899772698307,0.6661726807928843,0.824899772698307,,,,morpheus/videos/video_0097.mp4
textonly,rolling_full_can,5318,morpheus_plain_rolling_full_can_s5318,textonly,original13,plain,True,False,0.0,0.0,0.09664561065482646,0.9663194268838945,0.0,0.0,,,,morpheus/videos/video_0098.mp4
controlnet,rolling_full_can,1888,morpheus_plain_rolling_full_can_s1888,controlnet,original13,plain,False,False,0.9107054096594589,0.562511452659426,0.9107054096594589,0.562511452659426,0.9107054096594589,0.562511452659426,,,,morpheus/videos/video_0099.mp4
official_phyco,rolling_empty_can,5318,morpheus_plain_rolling_empty_can_s5318,official_phyco,original13,plain,False,False,0.697988301763076,0.9094384877475059,0.697988301763076,0.9094384877475059,0.697988301763076,0.9094384877475059,,,,morpheus/videos/video_0100.mp4
official_phyco,rolling_full_can,1888,morpheus_plain_rolling_full_can_s1888,official_phyco,original13,plain,False,False,0.5754019374221044,0.9494144115233973,0.5754019374221044,0.9494144115233973,0.5754019374221044,0.9494144115233973,,,,morpheus/videos/video_0101.mp4
ours,rolling_orange,1888,morpheus_plain_rolling_orange_s1888,ours,original13,plain,False,False,0.926866931592418,0.4973188795672852,0.926866931592418,0.4973188795672852,0.926866931592418,0.4973188795672852,,,,morpheus/videos/video_0102.mp4
ours,rolling_empty_can,937,morpheus_plain_rolling_empty_can_s937,ours,original13,plain,False,False,0.9287800046850122,0.7523465020949117,0.9287800046850122,0.7523465020949117,0.9287800046850122,0.7523465020949117,,,,morpheus/videos/video_0103.mp4
official_phyco,rolling_orange,937,morpheus_plain_rolling_orange_s937,official_phyco,original13,plain,False,False,0.5702307034624673,0.8228063494721605,0.5702307034624673,0.8228063494721605,0.5702307034624673,0.8228063494721605,,,,morpheus/videos/video_0104.mp4
textonly,rolling_empty_can,5318,morpheus_plain_rolling_empty_can_s5318,textonly,original13,plain,True,False,0.0,0.0,0.257626883618304,0.9438794405323634,0.0,0.0,,,,morpheus/videos/video_0105.mp4
official_phyco,rolling_full_can,5318,morpheus_plain_rolling_full_can_s5318,official_phyco,original13,plain,False,False,0.6999323781407665,0.8684435171412028,0.6999323781407665,0.8684435171412028,0.6999323781407665,0.8684435171412028,,,,morpheus/videos/video_0106.mp4
ours,rolling_empty_can,5318,morpheus_plain_rolling_empty_can_s5318,ours,original13,plain,False,False,0.9601885273306953,0.5252031390082494,0.9601885273306953,0.5252031390082494,0.9601885273306953,0.5252031390082494,,,,morpheus/videos/video_0107.mp4
textonly,rolling_empty_can,937,morpheus_plain_rolling_empty_can_s937,textonly,original13,plain,True,False,0.0,0.0,0.8126518624558632,0.9416001434098783,0.0,0.0,,,,morpheus/videos/video_0108.mp4
textonly,rolling_full_can,937,morpheus_plain_rolling_full_can_s937,textonly,original13,plain,False,False,0.968625828714712,0.7489503168237183,0.968625828714712,0.7489503168237183,0.968625828714712,0.7489503168237183,,,,morpheus/videos/video_0109.mp4
ours,rolling_full_can,5318,morpheus_plain_rolling_full_can_s5318,ours,original13,plain,False,False,0.936262545504957,0.580227592349957,0.936262545504957,0.580227592349957,0.936262545504957,0.580227592349957,,,,morpheus/videos/video_0110.mp4
textonly,rolling_full_can,1888,morpheus_plain_rolling_full_can_s1888,textonly,original13,plain,False,False,0.9948190063787563,0.6156527661868983,0.9948190063787563,0.6156527661868983,0.9948190063787563,0.6156527661868983,,,,morpheus/videos/video_0111.mp4
ours,rolling_full_can,937,morpheus_plain_rolling_full_can_s937,ours,original13,plain,False,False,0.9301262937157854,0.7281210235326584,0.9301262937157854,0.7281210235326584,0.9301262937157854,0.7281210235326584,,,,morpheus/videos/video_0112.mp4
official_phyco,rolling_orange,5318,morpheus_plain_rolling_orange_s5318,official_phyco,original13,plain,False,False,0.5939827977515291,0.8915944278982211,0.5939827977515291,0.8915944278982211,0.5939827977515291,0.8915944278982211,,,,morpheus/videos/video_0113.mp4
controlnet,rolling_empty_can,5318,morpheus_plain_rolling_empty_can_s5318,controlnet,original13,plain,True,False,0.0,0.0,0.03205055707458759,0.9581234715416757,0.0,0.0,,,,morpheus/videos/video_0114.mp4
ours,rolling_full_can,1888,morpheus_plain_rolling_full_can_s1888,ours,original13,plain,False,False,0.9208428382275657,0.6756853277845951,0.9208428382275657,0.6756853277845951,0.9208428382275657,0.6756853277845951,,,,morpheus/videos/video_0115.mp4
ours,rolling_orange,5318,morpheus_plain_rolling_orange_s5318,ours,original13,plain,False,False,0.9648878250406148,0.514100898728408,0.9648878250406148,0.514100898728408,0.9648878250406148,0.514100898728408,,,,morpheus/videos/video_0116.mp4
textonly,rolling_orange,937,morpheus_plain_rolling_orange_s937,textonly,original13,plain,False,False,0.9916260820866066,0.8137112624741962,0.9916260820866066,0.8137112624741962,0.9916260820866066,0.8137112624741962,,,,morpheus/videos/video_0117.mp4
ours,rolling_empty_can,1888,morpheus_plain_rolling_empty_can_s1888,ours,original13,plain,False,False,0.9483471673370214,0.5864102774028299,0.9483471673370214,0.5864102774028299,0.9483471673370214,0.5864102774028299,,,,morpheus/videos/video_0118.mp4
textonly,rolling_empty_can,1888,morpheus_plain_rolling_empty_can_s1888,textonly,original13,plain,True,False,0.0,0.0,0.6738968156107985,0.9384077177125189,0.0,0.0,,,,morpheus/videos/video_0119.mp4
controlnet,rolling_full_can,937,morpheus_plain_rolling_full_can_s937,controlnet,original13,plain,True,False,0.0,0.0,0.4113220819986162,0.929244117018253,0.0,0.0,,,,morpheus/videos/video_0120.mp4
controlnet,rolling_empty_can,1888,morpheus_plain_rolling_empty_can_s1888,controlnet,original13,plain,False,False,0.9487979295501002,0.5422178150377576,0.9487979295501002,0.5422178150377576,0.9487979295501002,0.5422178150377576,,,,morpheus/videos/video_0121.mp4
controlnet,rolling_orange,5318,morpheus_plain_rolling_orange_s5318,controlnet,original13,plain,False,False,0.8931943517054447,0.9067949717451586,0.8931943517054447,0.9067949717451586,0.8931943517054447,0.9067949717451586,,,,morpheus/videos/video_0122.mp4
